	cog	ko	ko_name
2718	COG4664	K11690	C4-dicarboxylate transporter, DctM subunit
2719	COG4665	K11689	C4-dicarboxylate transporter, DctQ subunit
2720	COG2317	K01299	carboxypeptidase Taq [EC:3.4.17.19]
2721	COG4650	K14414	transcriptional regulatory protein RtcR
2722	COG0408	K00228	coproporphyrinogen III oxidase [EC:1.3.3.3]
2723	COG4618	K12536	ATP-binding cassette, subfamily C, type I secretion system permease/ATPase
2724	COG3675	K16818	phospholipase A1 [EC:3.1.1.32]
2725	COG4763	K11941	glucans biosynthesis protein C [EC:2.1.-.-]
2726	COG2991	K05952	uncharacterized protein
2727	COG3968	K01915	glutamine synthetase [EC:6.3.1.2]
2728	COG2819	K07017	uncharacterized protein
2729	COG1608	K06981	isopentenyl phosphate kinase [EC:2.7.4.26]
2730	COG3407	K01597	diphosphomevalonate decarboxylase [EC:4.1.1.33]
2731	COG3931	K01458	N-formylglutamate deformylase [EC:3.5.1.68]
2732	COG0435	K07393	glutathionyl-hydroquinone reductase [EC:1.8.5.7]
2733	COG3329	K07086	uncharacterized protein
2734	COG4250	K07814	cyclic di-GMP phosphodiesterase [EC:3.1.4.-]
2735	COG5135	K00275	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
2736	COG1929	K00865	glycerate 2-kinase [EC:2.7.1.165]
2737	COG2452	K07450	putative resolvase
2738	COG2354	K09781	uncharacterized protein
2739	COG1348	K22899	vanadium nitrogenase iron protein
2740	COG3741	K01458	N-formylglutamate deformylase [EC:3.5.1.68]
2741	COG2710	K02591	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]
2742	COG2039	K01304	pyroglutamyl-peptidase [EC:3.4.19.3]
2743	COG2949	K03748	SanA protein
2744	COG0818	K00887	undecaprenol kinase [EC:2.7.1.66]
2745	COG3243	K03821	poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC [EC:2.3.1.304]
2746	COG4558	K02016	iron complex transport system substrate-binding protein
2747	COG3720	K07225	putative hemin transport protein
2748	COG4826	K13963	serpin B
2749	COG0754	K01460	glutathionylspermidine amidase/synthetase [EC:3.5.1.78 6.3.1.8]
2750	COG3705	K02502	ATP phosphoribosyltransferase regulatory subunit
2751	COG2066	K01425	glutaminase [EC:3.5.1.2]
2752	COG1978	K10672	glycine reductase complex component B subunit gamma [EC:1.21.4.2]
2753	COG2981	K06203	CysZ protein
2754	COG5379	K13622	S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase
2755	COG2149	K00389	putative membrane protein
2756	COG5338	K20920	polysaccharide biosynthesis protein VpsM
2757	COG3026	K03598	sigma-E factor negative regulatory protein RseB
2758	COG5531	K15223	upstream activation factor subunit UAF30
2759	COG3009	K09857	uncharacterized protein
2760	COG2703	K07216	hemerythrin
2761	COG1628	K09120	uncharacterized protein
2762	COG3319	K02364	L-serine---[L-seryl-carrier protein] ligase [EC:6.3.2.14 6.2.1.72]
2763	COG3478	K07069	uncharacterized protein
2764	COG0478	K11211	3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166]
2765	COG4091	K00003	homoserine dehydrogenase [EC:1.1.1.3]
2766	COG2927	K02339	DNA polymerase III subunit chi [EC:2.7.7.7]
2767	COG3644	K09965	uncharacterized protein
2768	COG3833	K15772	arabinogalactan oligomer / maltooligosaccharide transport system permease protein
2769	COG5398	K21418	heme oxygenase 2 [EC:1.14.14.18]
2770	COG1395	K22300	HTH-type transcriptional regulator, cell division transcriptional repressor
2771	COG4200	K20461	lantibiotic transport system permease protein
2772	COG3883	K21471	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]
2773	COG4268	K19147	5-methylcytosine-specific restriction enzyme subunit McrC
2774	COG3717	K01815	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
2775	COG4572	K06197	cation transport regulator
2776	COG4760	K06890	uncharacterized protein
2777	COG3564	K09959	uncharacterized protein
2778	COG4253	K11904	type VI secretion system secreted protein VgrG
2779	COG3066	K03573	DNA mismatch repair protein MutH
2780	COG1787	K07448	restriction system protein
2781	COG2425	K07114	Ca-activated chloride channel homolog
2782	COG2872	K07050	misacylated tRNA(Ala) deacylase [EC:3.1.1.-]
2783	COG2900	K03745	SlyX protein
2784	COG0850	K03610	septum site-determining protein MinC
2785	COG2894	K03609	septum site-determining protein MinD
2786	COG0851	K03608	cell division topological specificity factor
2787	COG4143	K02064	thiamine transport system substrate-binding protein
2788	COG3022	K09861	uncharacterized protein
2789	COG4199	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]
2790	COG4959	K12062	conjugal transfer pilin signal peptidase TrbI
2791	COG3846	K07344	type IV secretion system protein TrbL
2792	COG0678	K11187	peroxiredoxin 5 [EC:1.11.1.24]
2793	COG4101	K14673	putative monooxygenase
2794	COG4908	K00635	diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75]
2795	COG5126	K13448	calcium-binding protein CML
2796	COG3575	K09962	uncharacterized protein
2797	COG3825	K09989	uncharacterized protein
2798	COG3486	K03897	lysine N6-hydroxylase [EC:1.14.13.59]
2799	COG1944	K09136	ribosomal protein S12 methylthiotransferase accessory factor
2800	COG3372	K09744	uncharacterized protein
2801	COG3814	K09985	uncharacterized protein
2802	COG1026	K06972	presequence protease [EC:3.4.24.-]
2803	COG4087	K01533	P-type Cu2+ transporter [EC:7.2.2.9]
2804	COG1407	K06953	uncharacterized protein
2805	COG2100	K06871	uncharacterized protein
2806	COG3159	K09921	uncharacterized protein
2807	COG2122	K09740	uncharacterized protein
2808	COG5377	K01143	exodeoxyribonuclease (lambda-induced) [EC:3.1.11.3]
2809	COG1851	K09130	uncharacterized protein
2810	COG3583	K21688	resuscitation-promoting factor RpfB
2811	COG1817	K09726	uncharacterized protein
2812	COG1275	K03304	tellurite resistance protein
2813	COG4133	K02193	heme exporter protein A [EC:7.6.2.5]
2814	COG3573	K07077	uncharacterized protein
2815	COG3234	K09934	uncharacterized protein
2816	COG3236	K09935	N-glycosidase YbiA [EC:3.2.2.-]
2817	COG5113	K09935	N-glycosidase YbiA [EC:3.2.2.-]
2818	COG3754	K07272	rhamnosyltransferase [EC:2.4.1.-]
2819	COG3196	K09925	uncharacterized protein
2820	COG2150	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
2821	COG2842	K07132	ATP-dependent target DNA activator
2822	COG1448	K00832	aromatic-amino-acid transaminase [EC:2.6.1.57]
2823	COG1897	K00651	homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]
2824	COG1031	K14441	ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]
2825	COG3758	K09975	uncharacterized protein
2826	COG2732	K03623	ribonuclease inhibitor
2827	COG4290	K01167	ribonuclease T1 [EC:4.6.1.24]
2828	COG3681	K20021	L-cysteine desulfidase [EC:4.4.1.28]
2829	COG2974	K03554	recombination associated protein RdgC
2830	COG1811	K07150	uncharacterized protein
2831	COG3129	K06970	23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]
2832	COG2942	K16213	cellobiose epimerase [EC:5.1.3.11]
2833	COG4580	K02024	maltoporin
2834	COG3143	K03414	chemotaxis protein CheZ
2835	COG1179	K22132	tRNA threonylcarbamoyladenosine dehydratase
2836	COG2838	K00031	isocitrate dehydrogenase [EC:1.1.1.42]
2837	COG2990	K09824	uncharacterized protein
2838	COG3772	K01185	lysozyme [EC:3.2.1.17]
2839	COG1223	K22530	ATPase family AAA domain-containing protein 1 [EC:3.6.1.-]
2840	COG3734	K00883	2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]
2841	COG3802	K14259	2-dehydro-3-deoxy-D-arabinonate dehydratase [EC:4.2.1.141]
2842	COG1339	K07732	riboflavin kinase, archaea type [EC:2.7.1.161]
2843	COG2160	K01804	L-arabinose isomerase [EC:5.3.1.4]
2844	COG3395	K22129	D-threonate/D-erythronate kinase [EC:2.7.1.219 2.7.1.220]
2845	COG3719	K01169	ribonuclease I (enterobacter ribonuclease) [EC:4.6.1.21]
2846	COG2376	K05878	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]
2847	COG4137	K02497	HemX protein
2848	COG3774	K22721	inositol phosphorylceramide mannosyltransferase catalytic subunit [EC:2.4.1.370]
2849	COG3680	K09968	uncharacterized protein
2850	COG4413	K08717	urea transporter
2851	COG2857	K00413	ubiquinol-cytochrome c reductase cytochrome c1 subunit
2852	COG4889	K19789	DNA repair protein RadD
2853	COG3916	K22957	acyl homoserine lactone synthase [EC:2.3.1.184]
2854	COG3602	K09964	uncharacterized protein
2855	COG1946	K10805	acyl-CoA thioesterase II [EC:3.1.2.-]
2856	COG3587	K01156	type III restriction enzyme [EC:3.1.21.5]
2857	COG1700	K09124	uncharacterized protein
2858	COG4328	K09147	uncharacterized protein
2859	COG4401	K06208	chorismate mutase [EC:5.4.99.5]
2860	COG3530	K09954	uncharacterized protein
2861	COG5350	K14819	dual specificity phosphatase 12 [EC:3.1.3.16 3.1.3.48]
2862	COG3812	K09983	uncharacterized protein
2863	COG4193	K13714	bifunctional autolysin [EC:3.5.1.28 3.2.1.96]
2864	COG1889	K03183	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
2865	COG5625	K22659	calsyntenin 1
2866	COG3703	K07232	glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]
2867	COG4094	K15744	zeta-carotene isomerase [EC:5.2.1.12]
2868	COG2921	K09158	uncharacterized protein
2869	COG3946	K06889	uncharacterized protein
2870	COG3001	K15523	protein-ribulosamine 3-kinase [EC:2.7.1.172]
2871	COG3788	K07136	uncharacterized protein
2872	COG2977	K02362	enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-]
2873	COG3230	K07215	heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]
2874	COG4678	K12056	conjugal transfer mating pair stabilization protein TraG
2875	COG1098	K07571	S1 RNA binding domain protein
2876	COG1380	K06518	holin-like protein
2877	COG1346	K05339	holin-like protein LrgB
2878	COG3232	K01826	5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]
2879	COG2704	K07792	anaerobic C4-dicarboxylate transporter DcuB
2880	COG3338	K01674	carbonic anhydrase [EC:4.2.1.1]
2881	COG1455	K02761	cellobiose PTS system EIIC component
2882	COG3456	K11913	type VI secretion system protein
2883	COG3913	K11890	type VI secretion system protein ImpM
2884	COG0814	K03834	tyrosine-specific transport protein
2885	COG3124	K08682	acyl carrier protein phosphodiesterase [EC:3.1.4.14]
2886	COG4175	K02000	glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]
2887	COG4176	K02001	glycine betaine/proline transport system permease protein
2888	COG2113	K02002	glycine betaine/proline transport system substrate-binding protein
2889	COG3002	K09822	uncharacterized protein
2890	COG3469	K01183	chitinase [EC:3.2.1.14]
2891	COG4674	K11962	urea transport system ATP-binding protein
2892	COG5443	K06601	flagellar biosynthesis repressor protein FlbT
2893	COG5442	K06602	flagellar biosynthesis activator protein FlaF
2894	COG3728	K07474	phage terminase small subunit
2895	COG1041	K07446	tRNA (guanine10-N2)-dimethyltransferase [EC:2.1.1.213]
2896	COG4575	K05594	ElaB protein
2897	COG2112	K07176	putative serine/threonine protein kinase
2898	COG0831	K01430	urease subunit gamma [EC:3.5.1.5]
2899	COG0832	K01429	urease subunit beta [EC:3.5.1.5]
2900	COG0804	K01428	urease subunit alpha [EC:3.5.1.5]
2901	COG2371	K03187	urease accessory protein
2902	COG0830	K03188	urease accessory protein
2903	COG0829	K03190	urease accessory protein
2904	COG3357	K07743	transcriptional regulator
2905	COG3352	K13924	two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]
2906	COG5014	K04069	pyruvate formate lyase activating enzyme [EC:1.97.1.4]
2907	COG5017	K07432	beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
2908	COG4943	K21023	diguanylate cyclase [EC:2.7.7.65]
2909	COG4881	K00185	dimethyl sulfoxide reductase membrane subunit
2910	COG4340	K20418	L-isoleucine 4-hydroxylase [EC:1.14.11.45]
2911	COG1535	K01252	bifunctional isochorismate lyase / aryl carrier protein [EC:3.3.2.1 6.3.2.14]
2912	COG3341	K06993	ribonuclease H-related protein
2913	COG1979	K19955	alcohol dehydrogenase [EC:1.1.1.-]
2914	COG3630	K01573	oxaloacetate decarboxylase (Na+ extruding) subunit gamma
2915	COG4281	K08762	diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein)
2916	COG3015	K06079	copper homeostasis protein (lipoprotein)
2917	COG0418	K01465	dihydroorotase [EC:3.5.2.3]
2918	COG4917	K04029	ethanolamine utilization protein EutP
2919	COG2603	K06917	tRNA 2-selenouridine synthase [EC:2.9.1.3]
2920	COG2342	K01884	cysteinyl-tRNA synthetase, unknown class [EC:6.1.1.16]
2921	COG3770	K07261	penicillin-insensitive murein DD-endopeptidase [EC:3.4.24.-]
2922	COG2158	K07162	uncharacterized protein
2923	COG1781	K00610	aspartate carbamoyltransferase regulatory subunit
2924	COG2904	K06879	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]
2925	COG4121	K15461	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]
2926	COG2964	K21829	D-arginine utilization repressor
2927	COG3480	K07177	Lon-like protease
2928	COG3687	K07044	uncharacterized protein
2929	COG1507	K09009	uncharacterized protein
2930	COG4779	K23187	iron-siderophore transport system permease protein
2931	COG2364	K07149	uncharacterized protein
2932	COG0692	K03648	uracil-DNA glycosylase [EC:3.2.2.27]
2933	COG0813	K03784	purine-nucleoside phosphorylase [EC:2.4.2.1]
2934	COG2508	K09684	PucR family transcriptional regulator, purine catabolism regulatory protein
2935	COG5663	K05967	uncharacterized protein
2936	COG3965	K16264	cobalt-zinc-cadmium efflux system protein
2937	COG2845	K09795	uncharacterized protein
2938	COG1444	K06957	tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]
2939	COG2047	K07159	uncharacterized protein
2940	COG3973	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]
2941	COG4044	K23205	THAP domain-containing protein 4
2942	COG5039	K19431	pyruvyl transferase EpsO [EC:2.-.-.-]
2943	COG4114	K13255	ferric iron reductase protein FhuF
2944	COG3346	K14998	surfeit locus 1 family protein
2945	COG5006	K11939	inner membrane transporter RhtA
2946	COG4544	K14160	protein ImuA
2947	COG2822	K07224	iron uptake system component EfeO
2948	COG4597	K09970	general L-amino acid transport system permease protein
2949	COG2375	K07229	ferric-chelate reductase (NADPH) [EC:1.16.1.9]
2950	COG2828	K20451	methylitaconate Delta-isomerase [EC:5.3.3.6]
2951	COG1799	K09772	cell division inhibitor SepF
2952	COG4569	K04073	acetaldehyde dehydrogenase [EC:1.2.1.10]
2953	COG1938	K07159	uncharacterized protein
2954	COG4308	K10533	limonene-1,2-epoxide hydrolase [EC:3.3.2.8]
2955	COG2933	K06968	23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]
2956	COG3105	K09908	uncharacterized protein
2957	COG3835	K02647	carbohydrate diacid regulator
2958	COG3487	K07231	putative iron-regulated protein
2959	COG4825	K07142	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]
2960	COG4264	K03895	aerobactin synthase [EC:6.3.2.39]
2961	COG1903	K02188	cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]
2962	COG1824	K07244	mgtE-like transporter
2963	COG3704	K03201	type IV secretion system protein VirB6
2964	COG2359	K06416	stage V sporulation protein S
2965	COG1340	K10716	voltage-gated potassium channel
2966	COG2229	K06945	uncharacterized protein
2967	COG2178	K07477	translin
2968	COG3423	K07724	Ner family transcriptional regulator
2969	COG2061	K01754	threonine dehydratase [EC:4.3.1.19]
2970	COG3596	K06946	uncharacterized protein
2971	COG3144	K02414	flagellar hook-length control protein FliK
2972	COG3226	K02167	TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes
2973	COG2501	K14761	ribosome-associated protein
2974	COG4766	K04030	ethanolamine utilization protein EutQ
2975	COG3323	K11022	structural toxin protein (hemagglutinin/hemolysin) RtxA
2976	COG4134	K05777	putative thiamine transport system substrate-binding protein
2977	COG3154	K03690	ubiquinone biosynthesis accessory factor UbiJ
2978	COG1481	K09762	cell division protein WhiA
2979	COG1292	K05020	glycine betaine transporter
2980	COG2213	K02798	mannitol PTS system EIIA component [EC:2.7.1.197]
2981	COG3135	K05782	benzoate membrane transport protein
2982	COG3091	K02742	SprT protein
2983	COG2240	K00868	pyridoxine kinase [EC:2.7.1.35]
2984	COG4820	K04024	ethanolamine utilization protein EutJ
2985	COG4816	K04026	ethanolamine utilization protein EutL
2986	COG4819	K04019	ethanolamine utilization protein EutA
2987	COG1279	K06895	L-lysine exporter family protein LysE/ArgO
2988	COG2917	K06190	intracellular septation protein
2989	COG4469	K06198	competence protein CoiA
2990	COG3013	K09161	uncharacterized protein
2991	COG2144	K07123	uncharacterized protein
2992	COG4720	K16924	energy-coupling factor transport system substrate-specific component
2993	COG1227	K15986	manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]
2994	COG1365	K23170	UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase [EC:5.1.1.23]
2995	COG3442	K07009	lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]
2996	COG3180	K07120	uncharacterized protein
2997	COG4583	K00305	sarcosine oxidase, subunit gamma [EC:1.5.3.24 1.5.3.1]
2998	COG0246	K00009	mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]
2999	COG3689	K08986	putative membrane protein
3000	COG1264	K20116	KO not found in KEGG
3001	COG1263	K20116	KO not found in KEGG
3002	COG3896	K18554	chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]
3003	COG5524	K04641	bacteriorhodopsin
3004	COG2740	K07742	uncharacterized protein
3005	COG1827	K07105	uncharacterized protein
3006	COG4002	K00625	phosphate acetyltransferase [EC:2.3.1.8]
3007	COG5632	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
3008	COG3976	K17363	urocanate reductase [EC:1.3.99.33]
3009	COG2029	K09139	uncharacterized protein
3010	COG4769	K00805	heptaprenyl diphosphate synthase component 1 [EC:2.5.1.30]
3011	COG3888	K00845	glucokinase [EC:2.7.1.2]
3012	COG5007	K22066	BolA-like protein 1
3013	COG0027	K08289	phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21]
3014	COG1056	K13522	bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]
3015	COG3731	K02781	glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198]
3016	COG3732	K02782	glucitol/sorbitol PTS system EIIB component [EC:2.7.1.198]
3017	COG3730	K02783	glucitol/sorbitol PTS system EIIC component
3018	COG3313	K06938	uncharacterized protein
3019	COG3818	K06977	uncharacterized protein
3020	COG3775	K02775	galactitol PTS system EIIC component
3021	COG1135	K02071	D-methionine transport system ATP-binding protein
3022	COG4158	K10440	ribose transport system permease protein
3023	COG1888	K09732	uncharacterized protein
3024	COG1464	K02073	D-methionine transport system substrate-binding protein
3025	COG2011	K02072	D-methionine transport system permease protein
3026	COG5416	K08992	lipopolysaccharide assembly protein A
3027	COG3777	K09709	3-methylfumaryl-CoA hydratase [EC:4.2.1.153]
3028	COG2824	K06193	protein PhnA
3029	COG4981	K11533	fatty acid synthase, bacteria type [EC:2.3.1.-]
3030	COG2179	K07015	putative phosphatase [EC:3.1.3.-]
3031	COG4132	K02054	putative spermidine/putrescine transport system permease protein
3032	COG4496	K03720	TrpR family transcriptional regulator, trp operon repressor
3033	COG1865	K08260	adenosylcobinamide hydrolase [EC:3.5.1.90]
3034	COG3723	K07455	recombination protein RecT
3035	COG1990	K04794	peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]
3036	COG3960	K01608	tartronate-semialdehyde synthase [EC:4.1.1.47]
3037	COG4882	K19701	aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]
3038	COG4120	K05832	putative tryptophan/tyrosine transport system permease protein
3039	COG1101	K05833	putative tryptophan/tyrosine transport system ATP-binding protein
3040	COG3859	K16789	thiamine transporter
3041	COG5083	K05967	uncharacterized protein
3042	COG3531	K07396	putative protein-disulfide isomerase
3043	COG4619	K02068	UDP-glucose/iron transport system ATP-binding protein
3044	COG1036	K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
3045	COG3283	K03721	transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport
3046	COG4209	K17319	putative aldouronate transport system permease protein
3047	COG3412	K05881	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]
3048	COG4110	K05792	tellurite resistance protein TerA
3049	COG4362	K00491	nitric-oxide synthase, bacterial [EC:1.14.14.47]
3050	COG3711	K03483	mannitol operon transcriptional activator
3051	COG2899	K09799	uncharacterized protein
3052	COG4088	K00860	adenylylsulfate kinase [EC:2.7.1.25]
3053	COG3397	K03933	chitin-binding protein
3054	COG4305	K20628	expansin
3055	COG1859	K07559	putative RNA 2'-phosphotransferase [EC:2.7.1.-]
3056	COG5018	K06348	sporulation inhibitor KapD
3057	COG3553	K09956	uncharacterized protein
3058	COG3231	K19300	aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95]
3059	COG5271	K14572	midasin
3060	COG1531	K09715	uncharacterized protein
3061	COG5186	K19619	tyrosyl-DNA phosphodiesterase 2 [EC:3.1.4.-]
3062	COG1485	K06916	cell division protein ZapE
3063	COG5238	K14319	Ran GTPase-activating protein 1
3064	COG2190	K02777	sugar PTS system EIIA component [EC:2.7.1.-]
3065	COG1709	K15773	HTH-type transcriptional regulator / antitoxin HipB
3066	COG2090	K09738	uncharacterized protein
3067	COG3543	K09706	uncharacterized protein
3068	COG3722	K02562	mannitol operon repressor
3069	COG2266	K19712	adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.7.62]
3070	COG1856	K09711	lipoyl synthase
3071	COG4343	K19085	CRISPR-associated protein Csa1
3072	COG4542	K16651	L-threonine kinase [EC:2.7.1.177]
3073	COG1930	K02009	cobalt/nickel transport protein
3074	COG4725	K05925	mRNA m6A methyltransferase catalytic subunit [EC:2.1.1.348]
3075	COG1952	K03071	preprotein translocase subunit SecB
3076	COG3766	K08989	putative membrane protein
3077	COG5222	K05791	tellurium resistance protein TerZ
3078	COG4230	K13821	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]
3079	COG4604	K02013	iron complex transport system ATP-binding protein [EC:7.2.2.-]
3080	COG4605	K02015	iron complex transport system permease protein
3081	COG4606	K02015	iron complex transport system permease protein
3082	COG4607	K02016	iron complex transport system substrate-binding protein
3083	COG1712	K06989	aspartate dehydrogenase [EC:1.4.1.21]
3084	COG5610	K07025	putative hydrolase of the HAD superfamily
3085	COG3708	K13653	AraC family transcriptional regulator
3086	COG4196	K22452	protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]
3087	COG4989	K05275	pyridoxine 4-dehydrogenase [EC:1.1.1.65]
3088	COG4521	K15551	taurine transport system substrate-binding protein
3089	COG4326	K06377	sporulation-control protein
3090	COG1021	K02363	2,3-dihydroxybenzoate---[aryl-carrier protein] ligase [EC:6.3.2.14 6.2.1.71]
3091	COG5298	K06986	uncharacterized protein
3092	COG4721	K16925	energy-coupling factor transport system permease protein
3093	COG4724	K01227	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]
3094	COG4245	K07114	Ca-activated chloride channel homolog
3095	COG3709	K05774	ribose 1,5-bisphosphokinase [EC:2.7.4.23]
3096	COG3414	K02822	ascorbate PTS system EIIB component [EC:2.7.1.194]
3097	COG3037	K03475	ascorbate PTS system EIIC component
3098	COG2123	K00989	ribonuclease PH [EC:2.7.7.56]
3099	COG1783	K06909	phage terminase large subunit
3100	COG3433	K01252	bifunctional isochorismate lyase / aryl carrier protein [EC:3.3.2.1 6.3.2.14]
3101	COG3470	K07230	periplasmic iron binding protein
3102	COG3465	K09388	uncharacterized protein
3103	COG2959	K06313	spore germination protein
3104	COG1655	K09766	uncharacterized protein
3105	COG4684	K16789	thiamine transporter
3106	COG1954	K02443	glycerol uptake operon antiterminator
3107	COG4839	K13052	cell division protein DivIC
3108	COG4578	K02466	glucitol operon activator protein
3109	COG2607	K06923	uncharacterized protein
3110	COG1780	K03647	protein involved in ribonucleotide reduction
3111	COG1358	K07590	large subunit ribosomal protein L7A
3112	COG1784	K08971	putative membrane protein
3113	COG1124	K02032	peptide/nickel transport system ATP-binding protein
3114	COG5324	K14680	RNA ligase [EC:6.5.1.3]
3115	COG1854	K07173	S-ribosylhomocysteine lyase [EC:4.4.1.21]
3116	COG1665	K09717	uncharacterized protein
3117	COG3961	K04103	indolepyruvate decarboxylase [EC:4.1.1.74]
3118	COG0630	K03196	type IV secretion system protein VirB11 [EC:7.4.2.8]
3119	COG5153	K17900	lipase ATG15 [EC:3.1.1.3]
3120	COG3113	K07122	phospholipid transport system transporter-binding protein
3121	COG3077	K07473	DNA-damage-inducible protein J
3122	COG4509	K08600	sortase B [EC:3.4.22.71]
3123	COG3633	K07862	serine/threonine transporter
3124	COG4750	K01009	L-glutamine-phosphate cytidylyltransferase [EC:2.7.7.103]
3125	COG3192	K04023	ethanolamine transporter
3126	COG5329	K11211	3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166]
3127	COG4812	K04032	ethanolamine utilization cobalamin adenosyltransferase [EC:2.5.1.154]
3128	COG3138	K00673	arginine N-succinyltransferase [EC:2.3.1.109]
3129	COG3724	K01484	succinylarginine dihydrolase [EC:3.5.3.23]
3130	COG3061	K19304	murein DD-endopeptidase [EC:3.4.24.-]
3131	COG3388	K05311	central glycolytic genes regulator
3132	COG1963	K09775	uncharacterized protein
3133	COG4571	K08566	plasminogen activator [EC:3.4.23.48]
3134	COG4370	K00748	lipid-A-disaccharide synthase [EC:2.4.1.182]
3135	COG2992	K03796	Bax protein
3136	COG4267	K21012	polysaccharide biosynthesis protein PelG
3137	COG1161	K14540	ribosome biogenesis GTPase A
3138	COG1424	K01906	6-carboxyhexanoate--CoA ligase [EC:6.2.1.14]
3139	COG1542	K09010	uncharacterized protein
3140	COG1110	K03170	reverse gyrase [EC:5.6.2.2 5.6.2.-]
3141	COG1658	K05985	ribonuclease M5 [EC:3.1.26.8]
3142	COG1382	K19304	murein DD-endopeptidase [EC:3.4.24.-]
3143	COG5501	K17226	sulfur-oxidizing protein SoxY
3144	COG5260	K07076	uncharacterized protein
3145	COG4795	K02459	general secretion pathway protein J
3146	COG1591	K03552	holliday junction resolvase Hjr [EC:3.1.21.10]
3147	COG2419	K15566	tRNA (adenine9-N1/guanine9-N1)-methyltransferase [EC:2.1.1.218 2.1.1.221]
3148	COG1730	K07221	phosphate-selective porin OprO and OprP
3149	COG3331	K03700	recombination protein U
3150	COG4220	K22014	terminase small subunit / prophage DNA-packing protein
3151	COG3499	K06906	uncharacterized protein
3152	COG4197	K22302	transcriptional repressor of cell division inhibition gene dicB
3153	COG1867	K00555	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]
3154	COG5554	K02593	nitrogen fixation protein NifT
3155	COG1458	K09006	RNA-free ribonuclease P [EC:3.1.26.5]
3156	COG1880	K00195	anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon
