Species	gtdb_taxonomy	genus	sp	accession	gtdb_type_species_of_genus	Oxygen tolerance raw	Oxygen tolerance	random_id
Lewinella xylanilytica	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_A;s__Lewinella_A xylanilytica	g__Lewinella_A	s__Lewinella_A xylanilytica	RS_GCF_002934605.1	f	aerobe	aerobe	3416
Comamonas badia	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas_C;s__Comamonas_C badia	g__Comamonas_C	s__Comamonas_C badia	RS_GCF_000484635.1	f	aerobe	aerobe	3412
Natrinema gari	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema gari	g__Natrinema	s__Natrinema gari	RS_GCF_000337175.1	f	aerobe	aerobe	3409
Natronorubrum sulfidifaciens	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronorubrum;s__Natronorubrum sulfidifaciens	g__Natronorubrum	s__Natronorubrum sulfidifaciens	RS_GCF_000337735.1	f	aerobe	aerobe	3406
Hydrogenophaga crassostreae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__Hydrogenophaga crassostreae	g__Hydrogenophaga	s__Hydrogenophaga crassostreae	RS_GCF_001761385.1	f	aerobe	aerobe	3405
Halobellus captivus	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobellus;s__Halobellus captivus	g__Halobellus	s__Halobellus captivus	RS_GCF_007655485.1	f	aerobe	aerobe	3403
Thalassospira xianhensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira xianhensis	g__Thalassospira	s__Thalassospira xianhensis	RS_GCF_003326475.1	f	facultative anaerobe	aerobe	3401
Desulfobacter latus	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter latus	g__Desulfobacter	s__Desulfobacter latus	RS_GCF_013389365.1	f	anaerobe	anaerobe	3400
Aromatoleum anaerobium	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Aromatoleum;s__Aromatoleum anaerobium	g__Aromatoleum	s__Aromatoleum anaerobium	RS_GCF_012910705.1	f	anaerobe	anaerobe	3399
Asaia siamensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Asaia;s__Asaia siamensis	g__Asaia	s__Asaia siamensis	GB_GCA_014635085.1	f	obligate aerobe	aerobe	3398
Lujinxingia sediminis	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__Lujinxingia;s__Lujinxingia sediminis	g__Lujinxingia	s__Lujinxingia sediminis	RS_GCF_004005565.1	f	facultative anaerobe	aerobe	3397
Ignicoccus hospitalis	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Ignicoccaceae;g__Ignicoccus_A;s__Ignicoccus_A hospitalis	g__Ignicoccus_A	s__Ignicoccus_A hospitalis	RS_GCF_000017945.1	f	anaerobe	anaerobe	3385
Aeromicrobium flavum	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium flavum	g__Aeromicrobium	s__Aeromicrobium flavum	RS_GCF_007992115.1	f	facultative anaerobe	aerobe	3384
Roseivivax isoporae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseivivax;s__Roseivivax isoporae	g__Roseivivax	s__Roseivivax isoporae	RS_GCF_000521865.1	f	aerobe	aerobe	3384
Nocardiopsis halophila	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis_A;s__Nocardiopsis_A halophila	g__Nocardiopsis_A	s__Nocardiopsis_A halophila	RS_GCF_000341245.1	f	aerobe	aerobe	3380
Lysinibacillus parviboronicapiens	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus parviboronicapiens	g__Lysinibacillus	s__Lysinibacillus parviboronicapiens	RS_GCF_003049575.1	f	aerobe	aerobe	3378
Natronomonas moolapensis	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas moolapensis	g__Natronomonas	s__Natronomonas moolapensis	RS_GCF_000591055.1	f	aerobe	aerobe	3376
Anaerostipes hadrus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	g__Anaerostipes	s__Anaerostipes hadrus	RS_GCF_000332875.2	f	anaerobe	anaerobe	3375
Thermodesulfovibrio aggregans	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Thermodesulfovibrionaceae;g__Thermodesulfovibrio;s__Thermodesulfovibrio aggregans	g__Thermodesulfovibrio	s__Thermodesulfovibrio aggregans	RS_GCF_001514535.1	f	anaerobe	anaerobe	3371
Trueperella bialowiezensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella bialowiezensis	g__Trueperella	s__Trueperella bialowiezensis	RS_GCF_900637955.1	f	aerobe,microaerophile,facultative anaerobe	aerobe	3371
Peptoniphilus senegalensis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A senegalensis	g__Peptoniphilus_A	s__Peptoniphilus_A senegalensis	RS_GCF_000321025.1	f	obligate anaerobe,anaerobe	anaerobe	3369
Veillonella atypica	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella atypica	g__Veillonella	s__Veillonella atypica	RS_GCF_002959915.1	f	anaerobe	anaerobe	3369
Desulfitobacterium metallireducens	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium_A;s__Desulfitobacterium_A metallireducens	g__Desulfitobacterium_A	s__Desulfitobacterium_A metallireducens	RS_GCF_000231405.2	f	anaerobe	anaerobe	3360
Alkalibacterium kapii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium kapii	g__Alkalibacterium	s__Alkalibacterium kapii	RS_GCF_007988865.1	f	microaerophile	aerobe	3358
Natronorubrum aibiense	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronorubrum;s__Natronorubrum aibiense	g__Natronorubrum	s__Natronorubrum aibiense	RS_GCF_009392895.1	f	aerobe	aerobe	3347
Aequorivita capsosiphonis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita capsosiphonis	g__Aequorivita	s__Aequorivita capsosiphonis	RS_GCF_000429125.1	f	aerobe	aerobe	3342
Actinobacillus seminis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Actinobacillus_B;s__Actinobacillus_B seminis	g__Actinobacillus_B	s__Actinobacillus_B seminis	RS_GCF_002263215.1	f	microaerophile	aerobe	3341
Chitinibacter fontanus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Chitinibacter;s__Chitinibacter fontanus	g__Chitinibacter	s__Chitinibacter fontanus	RS_GCF_013423785.1	f	aerobe	aerobe	3338
Alicyclobacillus macrosporangiidus	d__Bacteria;p__Firmicutes;c__Alicyclobacillia;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Alicyclobacillus_H;s__Alicyclobacillus_H macrosporangiidus	g__Alicyclobacillus_H	s__Alicyclobacillus_H macrosporangiidus	RS_GCF_900116805.1	f	aerobe	aerobe	3336
Chromohalobacter japonicus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Chromohalobacter;s__Chromohalobacter japonicus	g__Chromohalobacter	s__Chromohalobacter japonicus	RS_GCF_000821045.2	f	aerobe	aerobe	3336
Listeria weihenstephanensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria_A;s__Listeria_A weihenstephanensis	g__Listeria_A	s__Listeria_A weihenstephanensis	RS_GCF_003534205.1	f	anaerobe	anaerobe	3333
Macrococcus brunensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Macrococcus;s__Macrococcus brunensis	g__Macrococcus	s__Macrococcus brunensis	RS_GCF_004359615.1	f	aerobe	aerobe	3332
Actinobacillus delphinicola	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Actinobacillus_C;s__Actinobacillus_C delphinicola	g__Actinobacillus_C	s__Actinobacillus_C delphinicola	RS_GCF_900638385.1	f	microaerophile	aerobe	3328
Methylophaga aminisulfidivorans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga aminisulfidivorans	g__Methylophaga	s__Methylophaga aminisulfidivorans	RS_GCF_000214595.1	f	aerobe	aerobe	3328
Pontibacter pudoricolor	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Pontibacter;s__Pontibacter pudoricolor	g__Pontibacter	s__Pontibacter pudoricolor	RS_GCF_010092985.1	f	aerobe	aerobe	3328
Helicobacter mustelae	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_H;s__Helicobacter_H mustelae	g__Helicobacter_H	s__Helicobacter_H mustelae	RS_GCF_900476215.1	f	microaerophile	aerobe	3313
Pyrococcus abyssi	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus abyssi	g__Pyrococcus	s__Pyrococcus abyssi	RS_GCF_000195935.2	f	anaerobe	anaerobe	3310
Marinobacterium zhoushanense	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium zhoushanense	g__Marinobacterium	s__Marinobacterium zhoushanense	GB_GCA_014641945.1	f	facultative anaerobe	aerobe	3310
Methylobacter tundripaludum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__Methylobacter_A tundripaludum	g__Methylobacter_A	s__Methylobacter_A tundripaludum	RS_GCF_000190755.2	f	aerobe	aerobe	3310
Desulfovibrio intestinalis	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio intestinalis	g__Desulfovibrio	s__Desulfovibrio intestinalis	RS_GCF_014202345.1	f	anaerobe	anaerobe	3307
Salegentibacter salarius	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter salarius	g__Salegentibacter	s__Salegentibacter salarius	RS_GCF_900168265.1	f	aerobe	aerobe	3307
Exiguobacterium alkaliphilum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__Exiguobacterium alkaliphilum	g__Exiguobacterium	s__Exiguobacterium alkaliphilum	RS_GCF_000714435.1	f	facultative anaerobe	aerobe	3307
Proteiniphilum saccharofermentans	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum saccharofermentans	g__Proteiniphilum	s__Proteiniphilum saccharofermentans	RS_GCF_900095135.1	f	facultative anaerobe	aerobe	3306
Elstera cyanobacteriorum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__Elstera;s__Elstera cyanobacteriorum	g__Elstera	s__Elstera cyanobacteriorum	RS_GCF_002251735.1	f	aerobe	aerobe	3303
Actinotignum sanguinis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum;s__Actinotignum sanguinis	g__Actinotignum	s__Actinotignum sanguinis	RS_GCF_003957255.1	f	anaerobe	anaerobe	3298
Clostridium arbusti	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__Clostridium_I arbusti	g__Clostridium_I	s__Clostridium_I arbusti	RS_GCF_000246895.1	f	anaerobe	anaerobe	3298
Aquincola tertiaricarbonis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquincola;s__Aquincola tertiaricarbonis	g__Aquincola	s__Aquincola tertiaricarbonis	RS_GCF_000969605.1	f	aerobe	aerobe	3296
Photobacterium alginatilyticum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium alginatilyticum	g__Photobacterium	s__Photobacterium alginatilyticum	RS_GCF_009910675.1	f	aerobe,facultative aerobe	aerobe	3295
Nitratireductor aestuarii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Nitratireductor_C;s__Nitratireductor_C aestuarii	g__Nitratireductor_C	s__Nitratireductor_C aestuarii	GB_GCA_014641695.1	f	facultative aerobe	aerobe	3293
Leptospira alstonii	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira alstonii	g__Leptospira	s__Leptospira alstonii	RS_GCF_000347175.1	f	aerobe	aerobe	3291
Roseomonas aestuarii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas;s__Roseomonas aestuarii	g__Roseomonas	s__Roseomonas aestuarii	RS_GCF_003116135.1	f	aerobe	aerobe	3281
Fictibacillus macauensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_G;f__Fictibacillaceae;g__Fictibacillus_C;s__Fictibacillus_C macauensis	g__Fictibacillus_C	s__Fictibacillus_C macauensis	RS_GCF_000269865.1	f	facultative anaerobe	aerobe	3281
Natronococcus jeotgali	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus jeotgali	g__Natronococcus	s__Natronococcus jeotgali	RS_GCF_000337695.1	f	aerobe	aerobe	3272
Idiomarina indica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudidiomarina;s__Pseudidiomarina indica	g__Pseudidiomarina	s__Pseudidiomarina indica	RS_GCF_900104245.1	f	aerobe	aerobe	3272
Pasteurella canis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Pasteurella;s__Pasteurella canis	g__Pasteurella	s__Pasteurella canis	RS_GCF_900454865.1	f	microaerophile	aerobe	3271
Enterococcus asini	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_C;s__Enterococcus_C asini	g__Enterococcus_C	s__Enterococcus_C asini	RS_GCF_000407365.1	f	microaerophile	aerobe	3269
Rarobacter incanus	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Cellulomonadaceae;g__Rarobacter;s__Rarobacter incanus	g__Rarobacter	s__Rarobacter incanus	RS_GCF_006715765.1	f	anaerobe	anaerobe	3263
Undibacterium piscinae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Undibacterium;s__Undibacterium piscinae	g__Undibacterium	s__Undibacterium piscinae	RS_GCF_003970805.1	f	obligate aerobe	aerobe	3263
Sphingomonas changbaiensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_B;s__Sphingomonas_B changbaiensis	g__Sphingomonas_B	s__Sphingomonas_B changbaiensis	RS_GCF_000974765.1	f	aerobe	aerobe	3262
Paraclostridium benzoelyticum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium benzoelyticum	g__Paraclostridium	s__Paraclostridium benzoelyticum	RS_GCF_001006285.1	f	obligate anaerobe,anaerobe	anaerobe	3261
Methylophilus rhizosphaerae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylophilus;s__Methylophilus rhizosphaerae	g__Methylophilus	s__Methylophilus rhizosphaerae	RS_GCF_900100975.1	f	aerobe	aerobe	3257
Campylobacter gracilis	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B gracilis	g__Campylobacter_B	s__Campylobacter_B gracilis	RS_GCF_001190745.1	f	anaerobe	anaerobe	3255
Oceanobacillus halophilus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus halophilus	g__Oceanobacillus	s__Oceanobacillus halophilus	RS_GCF_003628505.1	f	obligate aerobe	aerobe	3252
Sinosporangium album	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Sinosporangium;s__Sinosporangium album	g__Sinosporangium	s__Sinosporangium album	RS_GCF_900100605.1	f	aerobe	aerobe	3250
Leptotrichia hongkongensis	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia hongkongensis	g__Leptotrichia	s__Leptotrichia hongkongensis	RS_GCF_007990635.1	f	anaerobe	anaerobe	3250
Kroppenstedtia guangzhouensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Kroppenstedtia;s__Kroppenstedtia guangzhouensis	g__Kroppenstedtia	s__Kroppenstedtia guangzhouensis	GB_GCA_014637345.1	f	aerobe	aerobe	3248
Acidovorax kalamii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax kalamii	g__Acidovorax	s__Acidovorax kalamii	RS_GCF_002245625.1	f	aerobe	aerobe	3243
Sediminibacterium roseum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium roseum	g__Sediminibacterium	s__Sediminibacterium roseum	RS_GCF_009939005.1	f	aerobe	aerobe	3238
Taibaiella soli	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavipsychrobacter;s__Flavipsychrobacter soli	g__Flavipsychrobacter	s__Flavipsychrobacter soli	RS_GCF_003236175.1	f	obligate aerobe	aerobe	3237
Methanohalophilus euhalobius	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus euhalobius	g__Methanohalophilus	s__Methanohalophilus euhalobius	RS_GCF_900215215.1	f	anaerobe	anaerobe	3236
Clostridium bovifaecis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H bovifaecis	g__Clostridium_H	s__Clostridium_H bovifaecis	GB_GCA_009738435.1	f	anaerobe	anaerobe	3235
Acidithiobacillus ferridurans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus ferridurans	g__Acidithiobacillus	s__Acidithiobacillus ferridurans	RS_GCF_003966655.1	f	facultative anaerobe	aerobe	3234
Caloramator proteoclasticus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Caloramatoraceae;g__Caloramator_A;s__Caloramator_A proteoclasticus	g__Caloramator_A	s__Caloramator_A proteoclasticus	RS_GCF_900129265.1	f	anaerobe	anaerobe	3232
Deinococcus cellulosilyticus	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus_C;s__Deinococcus_C cellulosilyticus	g__Deinococcus_C	s__Deinococcus_C cellulosilyticus	RS_GCF_007990775.1	f	aerobe	aerobe	3227
Leisingera caerulea	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera caerulea	g__Leisingera	s__Leisingera caerulea	RS_GCF_000473325.1	f	aerobe	aerobe	3227
Komagataeibacter hansenii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Komagataeibacter;s__Komagataeibacter hansenii	g__Komagataeibacter	s__Komagataeibacter hansenii	RS_GCF_000964405.1	f	aerobe	aerobe	3226
Natrarchaeobaculum aegyptiacum	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrarchaeobaculum;s__Natrarchaeobaculum aegyptiacum	g__Natrarchaeobaculum	s__Natrarchaeobaculum aegyptiacum	RS_GCF_002156705.1	f	obligate aerobe	aerobe	3223
Thermosediminibacter litoriperuensis	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Thermosediminibacteraceae;g__Thermosediminibacter;s__Thermosediminibacter litoriperuensis	g__Thermosediminibacter	s__Thermosediminibacter litoriperuensis	RS_GCF_008124715.1	f	anaerobe	anaerobe	3209
Buttiauxella noackiae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Buttiauxella;s__Buttiauxella noackiae	g__Buttiauxella	s__Buttiauxella noackiae	RS_GCF_001654865.1	f	aerobe	aerobe	3207
Microbacterium agarici	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium_A;s__Microbacterium_A agarici	g__Microbacterium_A	s__Microbacterium_A agarici	RS_GCF_002563955.1	f	aerobe	aerobe	3207
Natronobacterium texcoconense	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronobacterium_A;s__Natronobacterium_A texcoconense	g__Natronobacterium_A	s__Natronobacterium_A texcoconense	RS_GCF_900104065.1	f	aerobe	aerobe	3203
Bacillus dakarensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Robertmurraya;s__Robertmurraya dakarensis	g__Robertmurraya	s__Robertmurraya dakarensis	RS_GCF_900156875.1	f	aerobe	aerobe	3200
Methylomagnum ishizawai	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomagnum;s__Methylomagnum ishizawai	g__Methylomagnum	s__Methylomagnum ishizawai	RS_GCF_900155475.1	f	aerobe	aerobe	3198
Paenibacillus daejeonensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_D;s__Paenibacillus_D daejeonensis	g__Paenibacillus_D	s__Paenibacillus_D daejeonensis	RS_GCF_000378385.1	f	aerobe	aerobe	3191
Anaerobranca gottschalkii	d__Bacteria;p__Firmicutes_D;c__Proteinivoracia;o__Proteinivoracales;f__Proteinivoraceae;g__Anaerobranca;s__Anaerobranca gottschalkii	g__Anaerobranca	s__Anaerobranca gottschalkii	RS_GCF_900111575.1	f	anaerobe	anaerobe	3185
Mixta gaviniae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Mixta;s__Mixta gaviniae	g__Mixta	s__Mixta gaviniae	RS_GCF_002953195.1	f	facultative anaerobe	aerobe	3184
Mucinivorans hirudinis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__Mucinivorans hirudinis	g__Mucinivorans	s__Mucinivorans hirudinis	RS_GCF_000723505.1	f	anaerobe	anaerobe	3178
Hydrocarboniphaga daqingensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Hydrocarboniphaga;s__Hydrocarboniphaga daqingensis	g__Hydrocarboniphaga	s__Hydrocarboniphaga daqingensis	RS_GCF_900129825.1	f	aerobe	aerobe	3176
Rhodobacter maris	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__Rhodobacter maris	g__Rhodobacter	s__Rhodobacter maris	RS_GCF_900217815.1	f	aerobe,facultative anaerobe	aerobe	3176
Oenococcus kitaharae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Oenococcus;s__Oenococcus kitaharae	g__Oenococcus	s__Oenococcus kitaharae	RS_GCF_000241055.1	f	microaerophile	aerobe	3168
Pseudodesulfovibrio piezophilus	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio piezophilus	g__Pseudodesulfovibrio	s__Pseudodesulfovibrio piezophilus	RS_GCF_000341895.1	f	anaerobe	anaerobe	3168
Glycomyces sambucus	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Glycomyces;s__Glycomyces sambucus	g__Glycomyces	s__Glycomyces sambucus	RS_GCF_900102815.1	f	aerobe	aerobe	3161
Ornithinimicrobium murale	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinicoccus;s__Ornithinicoccus muralis	g__Ornithinicoccus	s__Ornithinicoccus muralis	RS_GCF_003352835.1	f	aerobe	aerobe	3156
Gemmobacter tilapiae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter_C;s__Gemmobacter_C tilapiae	g__Gemmobacter_C	s__Gemmobacter_C tilapiae	GB_GCA_014652215.1	f	aerobe	aerobe	3155
Halococcus hamelinensis	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus hamelinensis	g__Halococcus	s__Halococcus hamelinensis	RS_GCF_000336675.1	f	aerobe	aerobe	3155
Labrenzia aggregata	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Roseibium;s__Roseibium aggregatum	g__Roseibium	s__Roseibium aggregatum	RS_GCF_000168975.1	f	aerobe	aerobe	3150
